id,title,original_title,original_language,genres_clean,top_cast,overview,release_date,vote_average,vote_count,popularity,rating_score,popularity_score
81188,Rise of the Guardians,Rise of the Guardians,en,"fantasy, animation, family","Chris Pine, Alec Baldwin, Jude Law, Isla Fisher, Hugh Jackman, Dakota Goyo, Khamani Griffin, Kamil McFadden, Georgie Grieve, Emily Nordwind","When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",2012-11-21,7.1,1922,61.788035,0.71,0.07056801538264913
7552,Fun with Dick and Jane,Fun with Dick and Jane,en,comedy,"Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins, Angie Harmon, John Michael Higgins, Richard Burgi, Carlos Jacott, Aaron Michael Drozin, Gloria Garayua","After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",2005-12-21,5.9,627,25.159168,0.5900000000000001,0.02873424530232518
616,The Last Samurai,The Last Samurai,en,"drama, action, war, history","Tom Cruise, Ken Watanabe, William Atherton, Chad Lindberg, Billy Connolly, Tony Goldwyn, Shichinosuke Nakamura, Koyuki, Timothy Spall, Togo Igawa","Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",2003-12-05,7.3,1895,52.341226,0.73,0.05977883001967475
147441,Exodus: Gods and Kings,Exodus: Gods and Kings,en,"adventure, drama, action","Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, María Valverde, Sigourney Weaver, Ben Kingsley, Hiam Abbass, Isaac Andrews","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",2014-12-03,5.6,1921,101.599427,0.5599999999999999,0.11603654214613456
13475,Star Trek,Star Trek,en,"science fiction, action, adventure","Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana, Bruce Greenwood, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin","The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",2009-05-06,7.4,4518,73.616808,0.74,0.0840776379984495
557,Spider-Man,Spider-Man,en,"fantasy, action","Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Joe Manganiello, Bill Nunn, Michael Papajohn","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",2002-05-01,6.8,5265,82.502566,0.6799999999999999,0.09422604791681796
82702,How to Train Your Dragon 2,How to Train Your Dragon 2,en,"fantasy, action, adventure, animation, comedy, family","Jay Baruchel, Gerard Butler, Kristen Wiig, Jonah Hill, Cate Blanchett, Djimon Hounsou, Kit Harington, Christopher Mintz-Plasse, T.J. Miller, America Ferrera","The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2014-06-12,7.6,3106,100.21391,0.76,0.11445414540914621
205584,Gods of Egypt,Gods of Egypt,en,fantasy,"Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Courtney Eaton, Elodie Yung, Chadwick Boseman, Geoffrey Rush, Abbey Lee, Bryan Brown, Emma Booth",A common thief joins a mythical god on a quest through Egypt.,2016-02-25,5.3,1277,56.257249,0.53,0.06425131358874776
10048,Stealth,Stealth,en,action,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard, Richard Roxburgh, Joe Morton, Ebon Moss-Bachrach, Michael Denkha, Clayton Adams, Rocky Helton","Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",2005-07-28,4.9,331,17.88953,0.49000000000000005,0.02043160343630224
13183,Watchmen,Watchmen,en,"action, mystery, science fiction","Malin Åkerman, Billy Crudup, Carla Gugino, Jeffrey Dean Morgan, Patrick Wilson, Jackie Earle Haley, Matthew Goode, Matt Frewer, Stephen McHattie, Laura Mennell","In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",2009-03-05,7.0,2811,64.798873,0.7,0.07400668861928247
944,Lethal Weapon 4,Lethal Weapon 4,en,"action, adventure, comedy, crime, thriller","Mel Gibson, Danny Glover, Joe Pesci, Rene Russo, Jet Li, Darlene Love, Traci Wolfe, Kim Chan, Steve Kahan, Damon Hines","In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",1998-07-10,6.3,767,24.855701,0.63,0.028387656129775406
1927,Hulk,Hulk,en,"drama, action, science fiction","Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte, Paul Kersey, Cara Buono, Stan Lee, Todd Tesen, Celia Weston","Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",2003-06-19,5.3,1533,34.981698,0.53,0.03995254101502316
72559,G.I. Joe: Retaliation,G.I. Joe: Retaliation,en,"adventure, action, science fiction, thriller","Dwayne Johnson, D.J. Cotrona, Adrianne Palicki, Bruce Willis, Ray Park, Channing Tatum, Lee Byung-hun, Elodie Yung, Ray Stevenson, Luke Bracey","Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",2013-03-26,5.4,3025,59.325589,0.54,0.06775565976708468
7364,Sahara,Sahara,en,"action, adventure, comedy, drama, mystery","Matthew McConaughey, Penélope Cruz, Steve Zahn, William H. Macy, Lennie James, Lambert Wilson, Rainn Wilson, Glynn Turman, Clint Dyer, Delroy Lindo","Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",2005-04-06,5.7,434,21.605568,0.5700000000000001,0.024675684458566643
2114,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,en,"adventure, action, animation, fantasy, science fiction, thriller","Donald Sutherland, Ming-Na Wen, Alec Baldwin, Ving Rhames, Steve Buscemi, Peri Gilpin, James Woods, Jean Simmons, Keith David","Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",2001-07-02,5.9,433,26.074908,0.5900000000000001,0.029780110483286302
1771,Captain America: The First Avenger,Captain America: The First Avenger,en,"action, adventure, science fiction","Chris Evans, Hugo Weaving, Tommy Lee Jones, Hayley Atwell, Sebastian Stan, Dominic Cooper, Samuel L. Jackson, Stanley Tucci, Toby Jones, Natalie Dormer","Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",2011-07-22,6.6,7047,74.506246,0.6599999999999999,0.08509346370751943
36643,The World Is Not Enough,The World Is Not Enough,en,"adventure, action, thriller","Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards, Robbie Coltrane, Desmond Llewelyn, John Cleese, Maria Grazia Cucinotta, Samantha Bond, Michael Kitchen","Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",1999-11-08,6.0,862,39.604363,0.6,0.04523207927560765
8619,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,en,adventure,"Russell Crowe, Paul Bettany, James D'Arcy, Billy Boyd, Joseph Morgan, Edward Woodall, Chris Larkin, Max Pirkis, Jack Randall, Max Benitz","After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",2003-11-14,6.9,790,36.973031,0.6900000000000001,0.04222683923110944
50620,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,en,"adventure, fantasy, drama, romance","Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012-11-13,6.1,2553,99.687084,0.61,0.11385245828198673
65759,Happy Feet Two,Happy Feet Two,en,"animation, comedy, family","Elijah Wood, Robin Williams, Pink, E.G. Daily, Johnny A. Sanchez, Lombardo Boyar, Sofía Vergara, Common, Hugo Weaving, Brad Pitt","Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",2011-11-17,5.8,373,17.7735,0.58,0.0202990857599455
1724,The Incredible Hulk,The Incredible Hulk,en,"science fiction, action, adventure","Edward Norton, Liv Tyler, Tim Roth, William Hurt, Tim Blake Nelson, Ty Burrell, Christina Cabot, Peter Mensah, Lou Ferrigno, Paul Soles","Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",2008-06-12,6.1,3021,62.898336,0.61,0.07183608836874378
267935,The BFG,The BFG,en,"adventure, family, fantasy","Ruby Barnhill, Mark Rylance, Rebecca Hall, Jemaine Clement, Bill Hader, Penelope Wilton, Marilyn Norry, Chris Shields, Matt Frewer, Geoffrey Wade","The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",2016-06-01,6.0,1000,44.19092,0.6,0.05047037864747466
281957,The Revenant,The Revenant,en,"western, drama, adventure, thriller","Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson, Paul Anderson, Brad Carter, Kristoffer Joner, Lukas Haas, Brendan Fletcher, Joshua Burge","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",2015-12-25,7.3,6396,100.635882,0.73,0.11493607895157149
77950,Turbo,Turbo,en,"animation, family","Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson, Luis Guzmán, Bill Hader, Snoop Dogg, Maya Rudolph, Ben Schwartz, Richard Jenkins",The tale of an ordinary garden snail who dreams of winning the Indy 500.,2013-07-11,6.1,1074,44.765377,0.61,0.05112646506311598
44896,Rango,Rango,en,"animation, comedy, family, western, adventure","Johnny Depp, Isla Fisher, Ned Beatty, Bill Nighy, Alfred Molina, Abigail Breslin, Claudia Black, Timothy Olyphant, Ray Winstone, Stephen Root","When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",2011-03-02,6.6,2051,29.91353,0.6599999999999999,0.03416419449476482
270946,Penguins of Madagascar,Penguins of Madagascar,en,"family, animation, adventure, comedy","Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich, Benedict Cumberbatch, Ken Jeong, Annet Mahendru, Peter Stormare, Andy Richter","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",2014-11-22,6.5,1346,84.366984,0.65,0.09635539671555687
2503,The Bourne Ultimatum,The Bourne Ultimatum,en,"action, drama, mystery, thriller","Matt Damon, Julia Stiles, David Strathairn, Scott Glenn, Paddy Considine, Edgar Ramírez, Albert Finney, Joan Allen, Tom Gallop, Corey Johnson","Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",2007-08-03,7.3,2888,45.381501,0.73,0.0518301392924327
9502,Kung Fu Panda,Kung Fu Panda,en,"adventure, animation, family, comedy","Jack Black, Dustin Hoffman, Angelina Jolie, Jackie Chan, Lucy Liu, David Cross, Randall Duk Kim, James Hong, Dan Fogler, Ian McShane","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",2008-06-04,6.9,3145,84.689648,0.6900000000000001,0.09672391075092678
102899,Ant-Man,Ant-Man,en,"science fiction, action, adventure","Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, T.I., Anthony Mackie, Wood Harris, Judy Greer","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",2015-07-14,7.0,5880,120.09361,0.7,0.1371587188011055
101299,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,en,"adventure, action, science fiction","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Philip Seymour Hoffman, Jeffrey Wright, Stanley Tucci, Donald Sutherland","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",2013-11-15,7.4,6495,76.310119,0.74,0.08715366415914967
228161,Home,Home,en,"fantasy, comedy, animation, science fiction, family","Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence, Stephen Kearin, Brian Stepanek, Lisa Stewart","When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015-03-18,6.8,1519,63.473086,0.6799999999999999,0.07249250941921379
74,War of the Worlds,War of the Worlds,en,"adventure, thriller, science fiction","Tom Cruise, Dakota Fanning, Miranda Otto, Justin Chatwin, Tim Robbins, Camillia Sanes, John Scurti, Morgan Freeman, Takayo Fischer, Yul Vazquez","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",2005-06-28,6.2,2322,48.572726,0.62,0.055474832231599554
8961,Bad Boys II,Bad Boys II,en,"adventure, action, comedy, thriller, crime","Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez","Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",2003-07-18,6.3,1564,38.068736,0.63,0.043478242149082885
417859,Puss in Boots,Puss in Boots,en,"action, adventure, animation, family, fantasy","Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Guillermo del Toro, Constance Marie, Mike Mitchell, Rich Dietl, Ryan Crego","Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",2011-10-28,6.4,451,20.678787,0.64,0.023617209369265826
27576,Salt,Salt,en,"action, mystery, thriller","Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski, August Diehl, Daniel Pearce, Hunt Block, Andre Braugher, Olek Krupa, Cassidy Hinkle","As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",2010-07-21,6.2,2093,48.829437,0.62,0.05576802145175998
86834,Noah,Noah,en,"drama, adventure","Russell Crowe, Jennifer Connelly, Emma Watson, Logan Lerman, Anthony Hopkins, Ray Winstone, Kevin Durand, Ariane Rinehart, Douglas Booth, Marton Csokas",A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,2014-03-20,5.6,2350,46.115758,0.5599999999999999,0.05266873303102331
17578,The Adventures of Tintin,The Adventures of Tintin,en,"adventure, animation, mystery","Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Cary Elwes, Mackenzie Crook, Tony Curran, Toby Jones, Daniel Mays","Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",2011-10-25,6.7,2061,89.938296,0.67,0.10271838318886901
673,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,en,"adventure, fantasy, family","Daniel Radcliffe, Rupert Grint, Emma Watson, Gary Oldman, David Thewlis, Alan Rickman, Michael Gambon, Robbie Coltrane, Tom Felton, Emma Thompson","Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",2004-05-31,7.7,5877,79.679601,0.77,0.09100194413127631
6972,Australia,Australia,en,drama,"Nicole Kidman, Hugh Jackman, Essie Davis, David Wenham, Bryan Brown, David Gulpilil, John Jarratt, Shea Adams, Nathin Butler, John Walton","Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",2008-11-18,6.3,694,28.840997,0.63,0.032939256280717415
82700,After Earth,After Earth,en,"science fiction, action, adventure","Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz, Glenn Morshower, Chris Geere, Diego Klattenhoff, David Denman, Lincoln Lewis, Jaden Martin","One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",2013-05-30,5.0,2532,42.840582,0.5,0.048928159789798156
10567,Dinosaur,Dinosaur,en,"animation, family","D. B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel E. Wright, Julianna Margulies, Peter Siragusa, Joan Plowright, Della Reese",An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,2000-05-19,6.2,542,26.548594,0.62,0.0303211065019256
181533,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,en,"adventure, comedy, fantasy, family","Ben Stiller, Rami Malek, Rebel Wilson, Robin Williams, Owen Wilson, Dick Van Dyke, Rachael Harris, Ben Kingsley, Ricky Gervais, Mickey Rooney","When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",2014-12-17,6.1,1851,115.597753,0.61,0.1320240077533405
38055,Megamind,Megamind,en,"animation, action, comedy, family, science fiction","Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill, David Cross, Ben Stiller, Justin Theroux, Jessica Schulte, Tom McGrath, Emily Nordwind","Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",2010-10-28,6.7,1918,68.757242,0.67,0.07852753548683866
671,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,en,"adventure, fantasy, family","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Tom Felton, Robbie Coltrane, Alan Rickman, Maggie Smith, Richard Griffiths, Ian Hart","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",2001-11-16,7.5,7006,109.984351,0.75,0.12561295035873338
49524,R.I.P.D.,R.I.P.D.,en,"fantasy, action, comedy, crime","Jeff Bridges, Ryan Reynolds, Kevin Bacon, Stephanie Szostak, Mary-Louise Parker, Marisa Miller, Robert Knepper, James Hong, Mike O'Malley, Devin Ratray",A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,2013-07-18,5.4,1260,39.448066,0.54,0.0450535727233235
22,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,en,"adventure, fantasy, action","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Jonathan Pryce, Kevin McNally, Zoe Saldana, Lee Arenberg, Mackenzie Crook","Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",2003-07-09,7.5,6985,271.972889,0.75,0.31061979903739495
131631,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,en,"science fiction, adventure, thriller","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elizabeth Banks",Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,2014-11-18,6.6,5584,206.227151,0.6599999999999999,0.2355316974247183
591,The Da Vinci Code,The Da Vinci Code,en,"thriller, mystery","Tom Hanks, Audrey Tautou, Ian McKellen, Paul Bettany, Jean Reno, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Jean-Pierre Marielle, Marie-Françoise Audollent","When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",2006-05-17,6.5,2704,45.313197,0.65,0.05175212940390499
172385,Rio 2,Rio 2,en,"animation, adventure, comedy, family","Jesse Eisenberg, Anne Hathaway, Leslie Mann, Jamie Foxx, Andy García, Bruno Mars, Jemaine Clement, Rodrigo Santoro, Jake T. Austin, Amandla Stenberg","It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",2014-03-19,6.3,978,42.40024,0.63,0.04842524589992245
36658,X2,X2,en,"adventure, action, science fiction, thriller","Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden, Rebecca Romijn, Brian Cox, Alan Cumming, Bruce Davison","Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",2003-04-24,6.8,3506,2.871739,0.6799999999999999,0.0032798084924848866
51497,Fast Five,Fast Five,en,"action, thriller, crime","Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson, Ludacris, Matt Schulze, Sung Kang, Gal Gadot, Tego Calderón, Don Omar","Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",2011-04-20,7.1,2438,7.255718,0.71,0.00828674385641434
58574,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,en,"adventure, action, crime, mystery","Robert Downey Jr., Jude Law, Jared Harris, Noomi Rapace, Kelly Reilly, Geraldine James, Eddie Marsan, Stephen Fry, William Houston, Affif Ben Badra","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",2011-11-22,7.0,3886,81.499621,0.7,0.09308058604563285
18823,Clash of the Titans,Clash of the Titans,en,"adventure, fantasy, action","Sam Worthington, Liam Neeson, Ralph Fiennes, Gemma Arterton, Jason Flemyng, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans, Izabella Miko","Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",2010-04-01,5.6,2233,47.686442,0.5599999999999999,0.05446260870085617
